#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_virtus;Virtus;Virtus;Virtus;;Virtus;;;;;;;;;x
c_virtus_adj;Virtusite;Virtusite;Virtusite;;Virtusite;;;;;;;;;x
c_temperantia;Temperantia;Temperantia;Temperantia;;Temperantia;;;;;;;;;x
c_temperantia_adj;Temperantian;Temperantian;Temperantian;;Temperantian;;;;;;;;;x
c_fortitudo;Fortitudo;Fortitudo;Fortitudo;;Fortitudo;;;;;;;;;x
c_fortitudo_adj;Fortitudoan;Fortitudoan;Fortitudoan;;Fortitudoan;;;;;;;;;x
c_iustitia;Iustitia;Iustitia;Iustitia;;Iustitia;;;;;;;;;x
c_iustitia_adj;Iustitian;Iustitian;Iustitian;;Iustitian;;;;;;;;;x
c_bern;Bern;Bern;Bern;;Bern;;;;;;;;;x
c_bern_adj;Bernese;Bernese;Bernese;;Bernese;;;;;;;;;x
c_aarberg;Aarberg;Aarberg;Aarberg;;Aarberg;;;;;;;;;x
c_aarberg_adj;Aarbergite;Aarbergite;Aarbergite;;Aarbergite;;;;;;;;;x
c_landskron;Landskron;Landskron;Landskron;;Landskron;;;;;;;;;x
c_landskron_adj;Landskronian;Landskronian;Landskronian;;Landskronian;;;;;;;;;x
c_boltigen;Boltigen;Boltigen;Boltigen;;Boltigen;;;;;;;;;x
c_boltigen_adj;Boltigenite;Boltigenite;Boltigenite;;Boltigenite;;;;;;;;;x
c_erlenbach;Erlenbach;Erlenbach;Erlenbach;;Erlenbach;;;;;;;;;x
c_erlenbach_adj;Erlenbachite;Erlenbachite;Erlenbachite;;Erlenbachite;;;;;;;;;x
c_basel;Basel;Basel;Basel;;Basel;;;;;;;;;x
c_basel_adj;Baselian;Baselian;Baselian;;Baselian;;;;;;;;;x
c_bettingen;Bettingen;Bettingen;Bettingen;;Bettingen;;;;;;;;;x
c_bettingen_adj;Bettingenite;Bettingenite;Bettingenite;;Bettingenite;;;;;;;;;x
c_orvin;Orvin;Orvin;Orvin;;Orvin;;;;;;;;;x
c_orvin_adj;Orvinite;Orvinite;Orvinite;;Orvinite;;;;;;;;;x
c_glarus;Glarus;Glarus;Glarus;;Glarus;;;;;;;;;x
c_glarus_adj;Glarussian;Glarussian;Glarussian;;Glarussian;;;;;;;;;x
c_ennenda;Ennenda;Ennenda;Ennenda;;Ennenda;;;;;;;;;x
c_ennenda_adj;Ennendan;Ennendan;Ennendan;;Ennendan;;;;;;;;;x
c_riedern;Riedern;Riedern;Riedern;;Riedern;;;;;;;;;x
c_riedern_adj;Riedernite;Riedernite;Riedernite;;Riedernite;;;;;;;;;x
c_netstal;Netstal;Netstal;Netstal;;Netstal;;;;;;;;;x
c_netstal_adj;Netstalite;Netstalite;Netstalite;;Netstalite;;;;;;;;;x
c_uri;Uri;Uri;Uri;;Uri;;;;;;;;;x
c_uri_adj;Urian;Urian;Urian;;Urian;;;;;;;;;x
c_bauen;Bauen;Bauen;Bauen;;Bauen;;;;;;;;;x
c_bauen_adj;Bauenite;Bauenite;Bauenite;;Bauenite;;;;;;;;;x
c_isenthal;Isenthal;Isenthal;Isenthal;;Isenthal;;;;;;;;;x
c_isenthal_adj;Isenthalite;Isenthalite;Isenthalite;;Isenthalite;;;;;;;;;x
c_fribourg;Fribourg;Fribourg;Fribourg;;Fribourg;;;;;;;;;x
c_fribourg_adj;Fribourger;Fribourger;Fribourger;;Fribourger;;;;;;;;;x
c_galmiz;Galmiz;Galmiz;Galmiz;;Galmiz;;;;;;;;;x
c_galmiz_adj;Galmizite;Galmizite;Galmizite;;Galmizite;;;;;;;;;x
c_murist;Murist;Murist;Murist;;Murist;;;;;;;;;x
c_murist_adj;Muristite;Muristite;Muristite;;Muristite;;;;;;;;;x
c_unterwalden;Unterwalden;Unterwalden;Unterwalden;;Unterwalden;;;;;;;;;x
c_unterwalden_adj;Unterwaldenian;Unterwaldenian;Unterwaldenian;;Unterwaldenian;;;;;;;;;x
c_obwalden;Obwalden;Obwalden;Obwalden;;Obwalden;;;;;;;;;x
c_obwalden_adj;Obwaldenite;Obwaldenite;Obwaldenite;;Obwaldenite;;;;;;;;;x
c_nidwalden;Nidwalden;Nidwalden;Nidwalden;;Nidwalden;;;;;;;;;x
c_nidwalden_adj;Nidwaldenite;Nidwaldenite;Nidwaldenite;;Nidwaldenite;;;;;;;;;x
c_appenzell;Appenzell;Appenzell;Appenzell;;Appenzell;;;;;;;;;x
c_appenzell_adj;Appenzellian;Appenzellian;Appenzellian;;Appenzellian;;;;;;;;;x
c_gonten;Gonten;Gonten;Gonten;;Gonten;;;;;;;;;x
c_gonten_adj;Gontenite;Gontenite;Gontenite;;Gontenite;;;;;;;;;x
c_rute;Rute;Rute;Rute;;Rute;;;;;;;;;x
c_rute_adj;Ruter;Ruter;Ruter;;Ruter;;;;;;;;;x
c_haslen;Haslen;Haslen;Haslen;;Haslen;;;;;;;;;x
c_haslen_adj;Haslenite;Haslenite;Haslenite;;Haslenite;;;;;;;;;x
c_zug;Zug;Zug;Zug;;Zug;;;;;;;;;x
c_zug_adj;Zugite;Zugite;Zugite;;Zugite;;;;;;;;;x
c_risch;Risch;Risch;Risch;;Risch;;;;;;;;;x
c_risch_adj;Rischite;Rischite;Rischite;;Rischite;;;;;;;;;x
c_walchwil;Walchwil;Walchwil;Walchwil;;Walchwil;;;;;;;;;x
c_walchwil_adj;Walchwilite;Walchwilite;Walchwilite;;Walchwilite;;;;;;;;;x
c_solothurn;Solothurn;Solothurn;Solothurn;;Solothurn;;;;;;;;;x
c_solothurn_adj;Solothurnian;Solothurnian;Solothurnian;;Solothurnian;;;;;;;;;x
c_dorneck;Dorneck;Dorneck;Dorneck;;Dorneck;;;;;;;;;x
c_dorneck_adj;Dorneckite;Dorneckite;Dorneckite;;Dorneckite;;;;;;;;;x
c_olten;Olten;Olten;Olten;;Olten;;;;;;;;;x
c_olten_adj;Oltenite;Oltenite;Oltenite;;Oltenite;;;;;;;;;x
c_calach;Calach;Calach;Calach;;Calach;;;;;;;;;x
c_calach_adj;Calachian;Calachian;Calachian;;Calachian;;;;;;;;;x
c_marbach;Marbach;Marbach;Marbach;;Marbach;;;;;;;;;x
c_marbach_adj;Marbachite;Marbachite;Marbachite;;Marbachite;;;;;;;;;x
c_buron;Buron;Buron;Buron;;Buron;;;;;;;;;x
c_buron_adj;Buronian;Buronian;Buronian;;Buronian;;;;;;;;;x
c_regia;Regia;Regia;Regia;;Regia;;;;;;;;;x
c_regia_adj;Regian;Regian;Regian;;Regian;;;;;;;;;x
c_sion;Sion;Sion;Sion;;Sion;;;;;;;;;x
c_sion_adj;Sionian;Sionian;Sionian;;Sionian;;;;;;;;;x
c_remigen;Remigen;Remigen;Remigen;;Remigen;;;;;;;;;x
c_remigen_adj;Remigenite;Remigenite;Remigenite;;Remigenite;;;;;;;;;x
c_kaisten;Kaisten;Kaisten;Kaisten;;Kaisten;;;;;;;;;x
c_kaisten_adj;Kaistenite;Kaistenite;Kaistenite;;Kaistenite;;;;;;;;;x
c_muhen;Muhen;Muhen;Muhen;;Muhen;;;;;;;;;x
c_muhen_adj;Muhenite;Muhenite;Muhenite;;Muhenite;;;;;;;;;x
c_gallen;Gallen;Gallen;Gallen;;Gallen;;;;;;;;;x
c_gallen_adj;Gallenite;Gallenite;Gallenite;;Gallenite;;;;;;;;;x
c_balgach;Balgach;Balgach;Balgach;;Balgach;;;;;;;;;x
c_balgach_adj;Balgachite;Balgachite;Balgachite;;Balgachite;;;;;;;;;x
c_amden;Amden;Amden;Amden;;Amden;;;;;;;;;x
c_amden_adj;Amdenite;Amdenite;Amdenite;;Amdenite;;;;;;;;;x
c_jura;Jura;Jura;Jura;;Jura;;;;;;;;;x
c_jura_adj;Juran;Juran;Juran;;Juran;;;;;;;;;x
c_cornol;Cornol;Cornol;Cornol;;Cornol;;;;;;;;;x
c_cornol_adj;Cornolite;Cornolite;Cornolite;;Cornolite;;;;;;;;;x
c_bonfol;Bonfol;Bonfol;Bonfol;;Bonfol;;;;;;;;;x
c_bonfol_adj;Bonfolite;Bonfolite;Bonfolite;;Bonfolite;;;;;;;;;x
c_yens;Yens;Yens;Yens;;Yens;;;;;;;;;x
c_yens_adj;Yensite;Yensite;Yensite;;Yensite;;;;;;;;;x
c_sarnen;Sarnen;Sarnen;Sarnen;;Sarnen;;;;;;;;;x
c_sarnen_adj;Sarneni;Sarneni;Sarneni;;Sarneni;;;;;;;;;x
c_hori;Hori;Hori;Hori;;Hori;;;;;;;;;x
c_hori_adj;Horian;Horian;Horian;;Horian;;;;;;;;;x
c_meilen;Meilen;Meilen;Meilen;;Meilen;;;;;;;;;x
c_meilen_adj;Meilenite;Meilenite;Meilenite;;Meilenite;;;;;;;;;x
c_rorbas;Rorbas;Rorbas;Rorbas;;Rorbas;;;;;;;;;x
c_rorbas_adj;Rorbasite;Rorbasite;Rorbasite;;Rorbasite;;;;;;;;;x
c_vaud;Vaud;Vaud;Vaud;;Vaud;;;;;;;;;x
c_vaud_adj;Vaudite;Vaudite;Vaudite;;Vaudite;;;;;;;;;x
c_morges;Morges;Morges;Morges;;Morges;;;;;;;;;x
